,n_sents,n_words,n_unique_words,n_long_words,n_complex_words,n_simple_words,n_monosyllable_words,n_polysyllable_words,n_chars,n_letters,n_spaces,n_syllables,n_punctuations,flesch_kincaid_grade,flesch_reading_easy,coleman_liau_index,smog_index,automated_readability_index,lix,,masc,femn,neut,plur,sing,pres,actv,3per,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index,author,1per,2per,futr,past,pssv
vechera-na-khutore-bliz-dikanki. Text/chapter28.xhtml,603.0,13327.0,4496.0,5305.0,1496.0,11157.0,4026.0,8627.0,82724.0,65219.0,13473.0,27577.0,3981.0,9.345151474313486,53.741091239109736,5.794247686121061,13.975669534118136,5.794247686121061,61.90756890617571,12055.0,3176.0,2109.0,833.0,1492.0,6279.0,501.0,95.0,768.0,0.3373602461169055,38.94575286910766,27.538805952161464,0.8855911003051075,0.9142555759693725,0.027737290244121714,36.052548435654316,0.8866952854344826,0.8873684210526318,257.35541358420454,263.04831245964397,0.9251413304608557,209.2161057981156,1354.623583648594,nikolai-gogol,312.0,192.0,191.0,1640.0,62.0
vechera-na-khutore-bliz-dikanki. Text/chapter30.xhtml,26.0,581.0,400.0,235.0,85.0,470.0,160.0,395.0,3650.0,2922.0,580.0,1255.0,145.0,10.12811796637098,47.96486230636833,6.711263107374556,16.03570274675756,6.711263107374556,62.79365814907984,550.0,154.0,72.0,42.0,86.0,250.0,16.0,4.0,30.0,0.6884681583476764,16.594796272900446,11.734292976977152,0.9413510090175847,0.9405560558911733,0.02121753035024523,47.13083867408923,0.8930075187969903,0.8890909090909092,336.3722472472473,350.5526125169017,0.9127799820728766,155.14732965009208,1783.3394402518259,nikolai-gogol,,1.0,2.0,81.0,1.0
vechera-na-khutore-bliz-dikanki. Text/chapter31.xhtml,82.0,1160.0,656.0,443.0,115.0,998.0,375.0,738.0,6955.0,5469.0,1159.0,2315.0,318.0,4.910241799831791,68.5038078216989,2.4417901597981526,10.520102615566278,2.4417901597981526,52.33599663582843,1000.0,287.0,171.0,77.0,166.0,558.0,61.0,6.0,104.0,0.5655172413793104,19.26082320008227,13.619458696013355,0.919217639555989,0.9247838510409508,0.02636105984418806,37.93474184690167,0.8791539153915372,0.8799999999999999,207.79298423138545,243.71397207564152,0.925038298619278,215.4551282051282,1296.9577038276504,nikolai-gogol,41.0,15.0,20.0,111.0,3.0
vechera-na-khutore-bliz-dikanki. Text/chapter32.xhtml,85.0,1126.0,679.0,421.0,118.0,963.0,347.0,734.0,6816.0,5331.0,1138.0,2307.0,336.0,4.85763075958625,66.47821074077943,2.3135087033747794,10.46694772954151,2.3135087033747794,50.63604639013687,945.0,246.0,183.0,77.0,118.0,608.0,85.0,3.0,100.0,0.6030195381882771,20.234877475038985,14.308219079078992,0.9280138120111511,0.9330355036769205,0.023590130215170674,42.39060958455015,0.8778087279480034,0.8809090909090909,291.6197445018799,245.41164691789692,0.9136751552600498,177.61497476163768,1644.4401326665932,nikolai-gogol,50.0,31.0,20.0,90.0,11.0
vechera-na-khutore-bliz-dikanki. Text/chapter33.xhtml,130.0,2203.0,1070.0,813.0,193.0,1917.0,739.0,1371.0,13138.0,10247.0,2221.0,4334.0,659.0,6.075031635182793,66.56923059464367,2.8310629718216447,10.822485607038248,2.8310629718216447,53.85037536226824,1935.0,574.0,308.0,140.0,225.0,1117.0,115.0,16.0,154.0,0.48570131638674535,22.796938578103365,16.1198698588701,0.9061832607268488,0.9183727505443756,0.028063515534590303,35.63345436060668,0.8645868152274835,0.8704545454545453,190.454706817751,188.782633027487,0.9117240531599785,174.03336442562963,1329.7492609484466,nikolai-gogol,77.0,37.0,21.0,235.0,8.0
vechera-na-khutore-bliz-dikanki. Text/chapter34.xhtml,25.0,339.0,203.0,102.0,32.0,295.0,133.0,194.0,1947.0,1497.0,346.0,648.0,102.0,4.0083823008849535,74.32558407079644,0.40729681415929164,10.052623655821508,0.40729681415929164,43.64849557522124,273.0,83.0,49.0,22.0,12.0,202.0,20.0,1.0,19.0,0.5988200589970502,11.025446565849439,7.796168032322071,0.9119817852922714,0.900748209760419,0.034787062369123725,28.746319231818184,0.8278620689655173,0.8533333333333334,105.49420388938097,84.13695652173914,0.8733750778980625,121.89574468085107,1027.2610774704513,nikolai-gogol,27.0,20.0,4.0,33.0,1.0
vechera-na-khutore-bliz-dikanki. Text/chapter35.xhtml,66.0,925.0,521.0,319.0,89.0,796.0,290.0,595.0,5481.0,4270.0,931.0,1817.0,267.0,4.616991809991813,70.55941113841115,1.7887635135135156,10.316726190303639,1.7887635135135156,48.501638001638,742.0,172.0,171.0,50.0,58.0,514.0,59.0,,105.0,0.5632432432432433,17.13037447721823,12.113003957105969,0.9159500685055625,0.9192527432521316,0.02833645154805972,35.290233793174885,0.8577853881278554,0.86,173.75075492209203,171.6157433193752,0.9094010353305365,172.73645917542441,1277.1568948405254,nikolai-gogol,58.0,20.0,38.0,53.0,2.0
vechera-na-khutore-bliz-dikanki. Text/chapter36.xhtml,14.0,259.0,179.0,91.0,28.0,221.0,83.0,166.0,1556.0,1188.0,260.0,531.0,103.0,7.441409266409263,59.56839768339768,2.8630723938223923,12.553279569776885,2.8630723938223923,53.63513513513514,219.0,53.0,64.0,16.0,11.0,158.0,10.0,,17.0,0.6911196911196911,11.12251881142148,7.864808475431068,0.9335156222656654,0.9219092271987535,0.027549158510627614,36.29874936522039,0.8488571428571442,0.8560000000000001,153.96027444471827,86.8527451602666,0.9017380852666209,167.055,1107.642712232164,nikolai-gogol,16.0,7.0,1.0,45.0,1.0
vechera-na-khutore-bliz-dikanki. Text/chapter37.xhtml,15.0,203.0,159.0,76.0,24.0,167.0,63.0,128.0,1221.0,974.0,199.0,415.0,43.0,4.964978653530377,66.37713464696225,2.7917650246305428,11.233273223882176,2.7917650246305428,50.97175697865353,171.0,44.0,26.0,13.0,59.0,68.0,24.0,,32.0,0.7832512315270936,11.159612260863183,7.891037505068895,0.9540198934908194,0.9437062430353235,0.019926407566343094,50.1846605651618,0.8753246753246748,0.885,262.239090909091,35.02834008097166,0.8976104812716125,121.31952662721893,2158.1874707541233,nikolai-gogol,,,,7.0,
vechera-na-khutore-bliz-dikanki. Text/chapter38.xhtml,82.0,991.0,593.0,374.0,94.0,859.0,283.0,670.0,6035.0,4737.0,991.0,2020.0,300.0,4.211748541753831,68.61948352243361,2.2728714589845183,9.51598789505186,2.2728714589845183,49.825022765868425,853.0,222.0,161.0,69.0,145.0,519.0,79.0,1.0,84.0,0.5983854692230071,18.837265811397447,13.319958394252648,0.9255629244003591,0.9295060850546027,0.024844875054458277,40.24974960864436,0.8693842887473433,0.868421052631579,258.0282963013487,271.07301662155885,0.9224973504945809,195.28065286624204,1278.181062668898,nikolai-gogol,26.0,28.0,16.0,70.0,2.0
vechera-na-khutore-bliz-dikanki. Text/chapter39.xhtml,42.0,717.0,471.0,280.0,85.0,596.0,209.0,472.0,4327.0,3444.0,715.0,1477.0,166.0,6.812796373779637,60.8378192867105,3.8174896891811088,12.627483660816072,3.8174896891811088,56.12303247658896,616.0,171.0,101.0,56.0,109.0,323.0,63.0,4.0,97.0,0.6569037656903766,17.589817328220533,12.43787911261738,0.9360892928430646,0.9370558228506133,0.022381466792152884,44.67982412799718,0.874221556886226,0.8700000000000001,293.38930909743186,330.92627786861067,0.895956281399192,111.74836743578581,1769.67042410465,nikolai-gogol,1.0,3.0,12.0,54.0,7.0
vechera-na-khutore-bliz-dikanki. Text/chapter40.xhtml,22.0,375.0,251.0,150.0,44.0,316.0,109.0,251.0,2257.0,1758.0,378.0,778.0,118.0,6.907339393939392,59.98844242424242,3.0881299999999996,12.553279569776885,3.0881299999999996,57.04545454545455,320.0,76.0,76.0,27.0,25.0,212.0,12.0,2.0,36.0,0.6693333333333333,12.961584265307488,9.16522412891978,0.9322628483838898,0.9258144242536394,0.026315590049497198,38.00028797070832,0.8841717791411037,0.8857142857142858,198.68848981900453,212.72701802211117,0.9071818794265827,168.56971153846155,1318.5343840809333,nikolai-gogol,13.0,6.0,12.0,53.0,2.0
vechera-na-khutore-bliz-dikanki. Text/chapter41.xhtml,20.0,389.0,257.0,139.0,43.0,332.0,134.0,241.0,2291.0,1815.0,388.0,789.0,85.0,7.7469267352185085,59.650514138817485,3.6236941516709535,13.01367617614695,3.6236941516709535,55.18264781491003,327.0,71.0,67.0,23.0,72.0,169.0,38.0,,61.0,0.6606683804627249,13.030417252679221,9.21389640105966,0.9304942158325132,0.9242995891534563,0.02683673231784477,37.262360713530754,0.8522941176470585,0.8571428571428573,184.89054328251217,171.53515886287624,0.876799171650419,93.74658385093167,1479.148994534904,nikolai-gogol,,1.0,7.0,19.0,2.0
vechera-na-khutore-bliz-dikanki. Text/chapter42.xhtml,42.0,732.0,454.0,256.0,66.0,627.0,220.0,473.0,4305.0,3355.0,728.0,1464.0,209.0,6.550000000000001,63.97785714285712,2.54038095238095,11.13297278325115,2.54038095238095,52.40124902419984,610.0,137.0,147.0,36.0,93.0,351.0,57.0,3.0,97.0,0.6202185792349727,16.780322850668803,11.865480078207488,0.927577439105372,0.9285640809703574,0.02528269531702038,39.55274496887985,0.8884919472913592,0.8942857142857145,267.74282181752795,273.030842839956,0.9157859490392385,185.92494788047256,1413.5739465222932,nikolai-gogol,13.0,12.0,14.0,66.0,2.0
vechera-na-khutore-bliz-dikanki. Text/chapter43.xhtml,15.0,337.0,236.0,123.0,39.0,287.0,107.0,219.0,2056.0,1636.0,337.0,709.0,80.0,9.77682690405539,51.18649357072205,5.651692284866471,14.305932098603726,5.651692284866471,58.965182987141446,313.0,99.0,37.0,36.0,52.0,155.0,12.0,5.0,24.0,0.7002967359050445,12.855739172587102,9.090380346101876,0.9387893386417463,0.9318824618945096,0.02421662338190919,41.293948550525045,0.8927777777777776,0.8866666666666667,234.52524094577467,231.77689954105048,0.9151031908843618,183.2233009708738,1296.7840360992082,nikolai-gogol,,,,50.0,
vechera-na-khutore-bliz-dikanki. Text/chapter44.xhtml,44.0,847.0,474.0,298.0,60.0,743.0,275.0,528.0,4942.0,3897.0,839.0,1634.0,200.0,6.925380755608028,65.86737898465171,3.1615376328217266,10.374243313676795,3.1615376328217266,54.43299881936245,769.0,250.0,99.0,49.0,83.0,400.0,49.0,8.0,63.0,0.5596221959858324,16.286832746033973,11.516529878771742,0.9138951135256626,0.916186200717208,0.02940857759927396,34.00368469451879,0.8436340852130328,0.8387500000000001,148.21890069910623,137.45312114356233,0.8930125822232861,130.56887755102042,1166.2325516779451,nikolai-gogol,7.0,8.0,,107.0,
vechera-na-khutore-bliz-dikanki. Text/chapter45.xhtml,54.0,1064.0,550.0,345.0,56.0,964.0,364.0,656.0,6110.0,4732.0,1078.0,1999.0,276.0,6.779758423837368,68.30674533556112,2.327415204678367,9.053390307936064,2.327415204678367,52.12851573377889,975.0,329.0,107.0,65.0,89.0,535.0,25.0,5.0,63.0,0.5169172932330827,16.86133183583656,11.92276208095665,0.9053239296662563,0.9101961813142166,0.03127779850765765,31.971559627355905,0.8349753694581281,0.8361904761904763,130.23121067961077,121.84354286487269,0.8973996599977064,136.1376986037554,1088.11627148854,nikolai-gogol,16.0,10.0,20.0,119.0,7.0
vechera-na-khutore-bliz-dikanki. Text/chapter46.xhtml,27.0,422.0,284.0,180.0,39.0,364.0,133.0,270.0,2578.0,2050.0,420.0,862.0,107.0,5.979892926101456,63.75297437247674,3.7540637177461846,10.67574441836639,3.7540637177461846,58.28365806564858,351.0,101.0,52.0,18.0,38.0,199.0,28.0,1.0,39.0,0.6729857819905213,13.824903691719086,9.775683149665502,0.9344862319714998,0.9297986002885079,0.02495465558947162,40.072682887352705,0.904664879356567,0.9025000000000001,257.4878872768959,261.4487660106217,0.9278348312472203,242.70765027322403,1202.5624775372826,nikolai-gogol,14.0,18.0,10.0,26.0,
vechera-na-khutore-bliz-dikanki. Text/chapter47.xhtml,43.0,1164.0,702.0,514.0,185.0,910.0,305.0,790.0,7462.0,6047.0,1154.0,2579.0,252.0,12.848326939982421,38.48459442180135,9.073877327579318,18.388363650973577,9.073877327579318,71.22784304323503,1079.0,312.0,194.0,106.0,94.0,601.0,30.0,4.0,56.0,0.6030927835051546,20.575984399795278,14.549418098683853,0.9283694598077032,0.9336591775612366,0.02336322202337355,42.8023154939656,0.8963946188340863,0.8973913043478262,281.72775093215125,282.4335005574136,0.9156891278212861,181.31958210554515,1694.7236158900291,nikolai-gogol,18.0,11.0,3.0,130.0,8.0
vechera-na-khutore-bliz-dikanki. Text/chapter48.xhtml,73.0,1468.0,832.0,637.0,228.0,1155.0,416.0,967.0,9529.0,7641.0,1478.0,3210.0,402.0,9.22623269008249,49.27495931469525,7.184295584338024,15.674816930434389,7.184295584338024,63.50195961330297,1340.0,393.0,219.0,98.0,151.0,719.0,49.0,15.0,66.0,0.5667574931880109,21.71502324043023,15.354840186931694,0.9221269143711399,0.9296672717762934,0.02459103953486625,40.66521866967666,0.8789429175475785,0.8779310344827587,259.5723001778535,234.6976515151515,0.9197340802326672,196.52819857638255,1514.2046426681623,nikolai-gogol,43.0,19.0,16.0,162.0,9.0
vechera-na-khutore-bliz-dikanki. Text/chapter49.xhtml,55.0,1034.0,636.0,421.0,146.0,847.0,298.0,695.0,6526.0,5225.0,1038.0,2260.0,259.0,8.577512572533848,51.03523210831722,5.86637872340426,14.454693679492113,5.86637872340426,59.51566731141199,906.0,197.0,217.0,99.0,92.0,545.0,48.0,6.0,79.0,0.6150870406189555,19.77865915156171,13.98562400884665,0.9299844136419536,0.9342171750309045,0.02322611024136361,43.05499240329489,0.9058883248730946,0.898,308.21373800449976,336.7276175334999,0.9317722189842459,240.4597028365601,1521.6151290873333,nikolai-gogol,23.0,26.0,9.0,93.0,2.0
vechera-na-khutore-bliz-dikanki. Text/chapter50.xhtml,71.0,1584.0,814.0,685.0,240.0,1258.0,445.0,1053.0,10296.0,8189.0,1611.0,3479.0,485.0,10.375101187935694,45.83224622990468,7.581008927301184,16.304940744018396,7.581008927301184,65.55480864987908,1436.0,446.0,205.0,103.0,191.0,770.0,66.0,5.0,72.0,0.5138888888888888,20.452519540524968,14.462115259455574,0.9096397204324707,0.9185721243292134,0.028239747906304062,35.41108098124227,0.8874397394136823,0.8916129032258062,230.77189463874456,211.11235979609467,0.9219884250760739,214.46048580225795,1205.8336640205225,nikolai-gogol,31.0,45.0,13.0,164.0,1.0
vechera-na-khutore-bliz-dikanki. Text/chapter51.xhtml,110.0,1915.0,945.0,804.0,289.0,1508.0,500.0,1297.0,12186.0,9665.0,1926.0,4155.0,580.0,7.779357939710419,53.80344291478758,5.437453655352478,14.380505922681166,5.437453655352478,59.39342511274626,1691.0,362.0,410.0,119.0,151.0,956.0,92.0,6.0,139.0,0.4934725848563969,21.594712146479168,15.269767396546928,0.9065444251913762,0.9174464636222451,0.028473726100367358,35.1200962064146,0.880857449088961,0.8815789473684209,223.77641163205868,248.4446375235075,0.9235276710563449,218.3551769331586,1235.7169304772456,nikolai-gogol,46.0,39.0,16.0,179.0,5.0
vechera-na-khutore-bliz-dikanki. Text/chapter52.xhtml,139.0,2352.0,1132.0,933.0,224.0,2039.0,808.0,1455.0,14585.0,11285.0,2394.0,4677.0,897.0,6.217422001174572,65.3278011672295,3.74205896099447,11.273428732699541,3.74205896099447,56.58923065629129,2137.0,580.0,264.0,155.0,237.0,1035.0,105.0,3.0,139.0,0.4812925170068027,23.341446597237727,16.50489517161046,0.905799556494088,0.9185928990194765,0.027940737032134195,35.79003656381419,0.8843768996960623,0.8842553191489366,226.85230158965098,244.48785120691326,0.9227362241465618,201.08924285402574,1280.6936386917591,nikolai-gogol,40.0,36.0,40.0,296.0,5.0
vechera-na-khutore-bliz-dikanki. Text/annotation.xhtml,7.0,165.0,124.0,74.0,26.0,108.0,34.0,100.0,1118.0,814.0,154.0,346.0,78.0,10.267878787878786,50.164264069264064,6.454452380952375,17.089097896979677,6.454452380952375,68.41991341991343,159.0,47.0,39.0,12.0,15.0,88.0,6.0,2.0,6.0,0.7515151515151515,9.653386907602885,6.825975343783436,0.9440526911703746,0.9277056311528642,0.02523008519435236,39.63522089984244,0.8555172413793101,0.8266666666666667,142.91665835127083,19.166666666666664,0.8880384043613191,124.12844036697248,1374.8400454126222,nikolai-gogol,,,,8.0,
revizor. Text/chapter1.xhtml,1.0,112.0,82.0,75.0,34.0,75.0,5.0,104.0,965.0,822.0,89.0,331.0,54.0,59.86410714285714,-116.3819642857143,46.31992857142858,51.60234233281743,46.31992857142858,178.96428571428572,108.0,78.0,17.0,8.0,13.0,93.0,1.0,1.0,4.0,0.7321428571428571,7.748271696689158,5.4788554592047,0.9339239803727523,0.9047188685719559,0.0322445044384048,31.01303671483785,0.7285714285714292,0.77,84.92641442829178,32.28202115158637,0.8634308382014799,124.32,1120.2391857263656,nikolai-gogol,,,,1.0,
revizor. Text/chapter2.xhtml,30.0,476.0,328.0,235.0,96.0,359.0,122.0,333.0,3281.0,2707.0,469.0,1147.0,104.0,8.775212885154065,41.38753501400561,9.01106218487395,15.865536664938057,9.01106218487395,65.23641456582632,430.0,114.0,61.0,44.0,77.0,204.0,31.0,5.0,46.0,0.6890756302521008,15.033855351262666,10.630541066255496,0.939597890256264,0.9367430327155346,0.022558243539951412,44.329692523665074,0.8764402810304448,0.8755555555555556,277.2172965116279,255.29413068955688,0.9116093178972612,156.79611650485438,1596.8274190769482,nikolai-gogol,,,2.0,5.0,2.0
revizor. Text/chapter4.xhtml,115.0,1410.0,701.0,558.0,204.0,1144.0,454.0,894.0,8835.0,7010.0,1367.0,2992.0,438.0,4.908322540857231,63.364522047486886,3.52158526056121,11.825384790168082,3.52158526056121,51.83533765032377,1189.0,327.0,109.0,102.0,187.0,607.0,91.0,1.0,104.0,0.4971631205673759,18.66845862726033,13.200593689636284,0.9036265550818364,0.9116604565130476,0.03060233075903783,32.67724958186947,0.8875532696546728,0.8942857142857145,201.6990949343508,198.0528567712877,0.9216572392884327,218.75027526976436,1186.883117188936,nikolai-gogol,61.0,56.0,24.0,59.0,2.0
revizor. Text/chapter5.xhtml,50.0,505.0,279.0,194.0,73.0,396.0,168.0,301.0,3128.0,2474.0,476.0,1028.0,169.0,3.219198019801979,71.36282178217823,2.460851980198022,10.732806747292587,2.460851980198022,48.515841584158416,423.0,96.0,37.0,53.0,62.0,222.0,41.0,,26.0,0.5524752475247525,12.415337049770576,8.778969018609358,0.9046765077080223,0.8992650927305221,0.035262011732644774,28.359130715001793,0.8473684210526324,0.85,123.41674147217235,137.5802857533168,0.8907702219223727,156.14723926380367,1093.0699920218935,nikolai-gogol,31.0,25.0,12.0,19.0,1.0
revizor. Text/chapter6.xhtml,97.0,1004.0,491.0,441.0,164.0,763.0,325.0,602.0,6496.0,5128.0,943.0,2148.0,399.0,4.099680864172175,64.79885180925783,3.8367060418121355,11.545953568695738,3.8367060418121355,54.274818252762145,863.0,273.0,96.0,57.0,122.0,474.0,65.0,3.0,60.0,0.48904382470119523,15.495822596051068,10.957201237731441,0.8965090676230152,0.9006114785144236,0.0344770530228475,29.00479920187241,0.8184293193717287,0.8230000000000001,95.24850593105367,118.71017332714757,0.8962902867789192,159.1862156180841,1133.73173306863,nikolai-gogol,51.0,30.0,25.0,49.0,6.0
revizor. Text/chapter7.xhtml,32.0,282.0,168.0,108.0,26.0,237.0,106.0,157.0,1682.0,1305.0,266.0,530.0,102.0,1.4479831560283678,82.42484929078014,0.4010551861702112,8.019308313774792,0.4010551861702112,47.110372340425535,244.0,62.0,30.0,6.0,25.0,132.0,19.0,,12.0,0.5957446808510638,10.00425441414695,7.07407613695876,0.9081971601051676,0.8925520035830418,0.037466737395448105,26.69034107361298,0.8283261802575121,0.8039999999999999,90.54411764705883,86.58553299492385,0.8828810863495904,145.66544117647058,823.2837003953051,nikolai-gogol,14.0,12.0,6.0,11.0,1.0
revizor. Text/chapter8.xhtml,40.0,381.0,256.0,167.0,53.0,320.0,127.0,246.0,2480.0,1977.0,367.0,811.0,133.0,3.6160951443569544,66.5231036745407,4.114754625984254,10.226932248963832,4.114754625984254,53.35702099737533,341.0,104.0,43.0,19.0,36.0,182.0,15.0,,24.0,0.6719160104986877,13.115277301211135,9.273901516828396,0.9330918132098879,0.9269610996209975,0.025924111479682686,38.574128212020796,0.8754216867469871,0.8771428571428572,190.5,149.9069033849638,0.9211779237250122,224.11764705882354,1270.6092187941513,nikolai-gogol,11.0,5.0,10.0,32.0,3.0
revizor. Text/chapter9.xhtml,50.0,288.0,176.0,104.0,32.0,240.0,101.0,171.0,1744.0,1329.0,280.0,574.0,132.0,0.7817055555555577,79.56436111111111,-0.5370283333333354,7.122923016688363,-0.5370283333333354,41.87111111111111,237.0,35.0,50.0,11.0,24.0,131.0,22.0,,23.0,0.6111111111111112,10.370899457402698,7.333333333333333,0.9130355073419174,0.8989009265622356,0.03536015218836279,28.280421268353734,0.7847698744769872,0.776,87.3131401176727,73.83161096758064,0.8788689754500353,135.94736842105263,983.7569951036924,nikolai-gogol,12.0,16.0,6.0,15.0,
revizor. Text/chapter11.xhtml,38.0,509.0,333.0,200.0,41.0,443.0,185.0,299.0,3063.0,2388.0,511.0,981.0,161.0,4.042772722572639,73.59060438424154,2.086339597766518,9.233517844486395,2.086339597766518,52.687467686898984,428.0,95.0,63.0,28.0,38.0,249.0,33.0,1.0,43.0,0.6542239685658153,14.759965499025277,10.436871694440258,0.9319199252936697,0.9291897331053871,0.025152261957489878,39.75785564296807,0.8795217391304346,0.89,240.9627659574468,252.783701188455,0.9030689935141262,164.48600508905852,1638.794584578437,nikolai-gogol,6.0,32.0,26.0,20.0,
revizor. Text/chapter12.xhtml,40.0,293.0,170.0,102.0,20.0,257.0,103.0,174.0,1727.0,1330.0,264.0,555.0,127.0,0.826895051194537,83.47120307167235,-0.569637841296931,6.301639784888442,-0.569637841296931,42.137286689419795,239.0,70.0,21.0,10.0,32.0,137.0,21.0,,22.0,0.5802047781569966,9.931506043228762,7.022635270562234,0.9041623891670773,0.8884252808763667,0.03884992045870935,25.740078440130258,0.8011475409836072,0.8,79.36497743193556,83.15254009867266,0.8434695926234147,93.81140350877193,998.4940368099967,nikolai-gogol,20.0,12.0,10.0,8.0,1.0
